-5.0956	-0.21683	1.6834
-4.9431	-0.31552	1.0344
-5.6917	-0.4844	4.2199
-5.6984	-0.24776	4.7758
-5.1085	-0.33317	2.211
-6.0413	-0.52533	6.2665
-5.1084	-0.55526	2.2103
-5.3221	-0.69418	3.1394
-4.7217	-0.71853	0.52931
-5.7888	4.7597	5.728
-4.6667	3.7334	0.74098
-4.7107	3.6639	0.93635
-4.7303	3.574	1.0235
-5.4755	4.0153	4.3354
-4.6365	3.2971	0.60678
-5.875	4.0472	6.1111
-5.7532	3.8354	5.5696
-5.6172	3.6199	4.9652
-4.8285	3.0044	1.4598
-5.0514	3.0308	2.4507
-4.579	2.6456	0.3511
-4.8111	2.6728	1.3826
-5.094	2.7168	2.6401
-5.3591	2.7391	3.8184
-5.9498	2.9088	6.4435
-5.7522	2.6844	5.5653
-5.4735	2.4327	4.3266
-5.5027	2.3234	4.4566
-4.7697	1.9079	1.1987
-5.221	-0.23204	3.2043
-5.2923	-0.35282	3.5212
-5.1494	-0.45773	2.8864
-4.7874	-0.53193	1.2773
-5.8876	-0.78501	6.167
-4.6604	-0.72495	0.71278
-5.6422	-1.0031	5.0765
-5.2142	-1.0428	3.174
-4.8611	-1.0803	1.605
-4.8857	4.1084	2.2076
-5.6317	4.6078	5.5988
-5.612	4.4641	5.509
-5.4488	4.2104	4.7671
-5.1027	3.827	3.194
-4.7847	3.4798	1.7489
-5.107	3.5981	3.2137
-5.8287	3.9741	6.494
-5.0094	3.3017	2.7701
-4.8661	3.0966	2.1185
-5.5453	3.4028	5.2061
-5.7495	3.3974	6.134
-5.8162	3.3046	6.4372
-5.2766	2.8781	3.9843
-4.8963	2.5594	2.2558
-5.56	2.78	5.2729
-5.2026	2.483	3.648
-5.1674	2.3488	3.488
-5.0647	2.187	3.0213
-5.6436	2.3088	5.6528
-5.4475	-0.61903	4.7612
-5.5538	-0.75733	5.2444
-5.08	-0.80818	3.091
-5.0989	-0.92708	3.1769
-5.0852	-1.0402	3.1147
-5.8955	-1.3399	6.7976
-4.4406	-1.1101	0.1844
-4.4516	-1.2141	0.23439
-5.3111	-1.5692	4.1412
-5.3873	-1.7141	4.4877
-5.3107	4.5697	4.701
-5.4745	4.5833	5.4628
-5.4201	4.4117	5.2099
-4.7057	3.7208	1.887
-5.1814	3.9764	4.0993
-5.5656	4.1419	5.8866
-5.5877	4.0283	5.9893
-5.4224	3.7831	5.2204
-4.3233	2.9157	0.10825
-4.96	3.2298	3.0697
-4.3945	2.7593	0.43935
-5.6477	3.4149	6.2685
-4.5471	2.6437	1.1494
-5.6205	3.137	6.1418
-4.5928	2.4566	1.362
-5.7001	2.9163	6.5122
-4.7942	2.3414	2.2988
-4.8799	2.2697	2.6973
-5.3401	2.3596	4.8378
-4.3491	1.8205	0.22818
-4.794	-1.0034	2.2979
-5.5528	-1.2913	5.8268
-5.5839	-1.4284	5.9717
-5.6178	-1.5677	6.1291
-4.7647	-1.4405	2.1616
-4.5906	-1.4946	1.3516
-4.3907	-1.5317	0.42209
-4.5429	-1.6904	1.1297
-5.6394	-2.2295	6.2298
-5.059	3.3727	4.0906
-5.271	3.3885	5.0998
-5.055	-1.4443	4.0714
-4.9976	-1.5469	3.7982
-4.9649	-1.655	3.6423
-4.3966	-1.5702	0.93624
-5.2753	-2.0096	5.1206
-4.4968	-1.8201	1.4134
-5.0985	-2.1851	4.2786
-4.3689	-1.9764	0.80437
-5.1471	-2.451	4.5102
-5.4191	-2.7095	5.8052
-5.3519	3.655	6.1069
-5.0072	3.2975	4.4256
-4.7986	-1.8726	3.4078
-4.6297	-1.9196	2.5838
-4.3458	-1.9079	1.199
-4.8417	-2.2437	3.6179
-5.1411	-2.5079	5.0787
-5.4631	-2.7982	6.6492
-4.6303	3.2412	3.1514
-4.1024	2.7691	0.51202
-5.301	-2.518	6.5052
-4.4033	-2.2017	2.0166
-4.0041	-2.1021	0.020381
-4.1854	3.0049	1.4637
-4.9544	3.43	5.4071
-4.4574	-1.7144	2.8583
-4.1857	-1.7172	1.4653
-5.2126	-2.2722	6.7314
-4.7886	-2.2101	4.5569
-4.2423	-2.0668	1.7554
-4.7268	-2.424	4.2401
-4.3506	-2.3426	2.3107
-3.9995	2.947	1.0499
-4.7708	3.3898	5.1097
-4.1882	-1.2124	2.0433
-4.1802	-1.3201	2.0009
-4.8957	-1.6748	5.7667
-5.0125	-1.8467	6.3817
-5.046	-1.9918	6.5577
-4.0044	-1.6861	1.076
-4.6051	-2.0602	4.2373
-4.4917	-2.1277	3.6408
-3.832	-1.916	0.16836
-4.302	3.2556	3.254
-3.8617	2.818	0.87395
-4.8179	-0.9115	6.043
-4.5837	-0.99107	4.7768
-4.1664	-1.0134	2.521
-4.8895	-1.3215	6.4297
-4.0349	-1.1996	1.8105
-3.7465	-1.2151	0.25134
-4.6262	-1.6254	5.0067
-4.3321	-1.6392	3.4169
-4.3696	-1.7715	3.6195
-4.1409	3.2207	3.0048
-4.1155	3.0866	2.864
-3.8285	-0.31904	1.2692
-4.5683	-0.50759	5.3793
-4.185	-0.58126	3.2503
-3.9072	-0.65121	1.7069
-3.7895	-0.73685	1.053
-4.2216	-0.93814	3.4536
-4.1886	-1.0472	3.2702
-3.8681	-1.0745	1.4892
-3.6002	-1.1001	0.0013615
-3.5587	2.847	0.33542
-4.6846	3.6139	6.7694
-3.7418	-0.21382	1.3818
-3.9033	-0.33457	2.3045
-3.5639	-0.40731	0.36529
-4.31	-0.61572	4.6288
-4.638	-0.79509	6.5029
-3.5194	-0.70388	0.11083
-4.3502	3.5826	5.5897
-4.0784	3.2387	3.9904
-3.5419	-0.20835	0.83487
-4.1533	-0.36647	4.4312
-4.1468	-0.48786	4.3928
-4.3534	-0.64021	5.6085
-4.0271	-0.71067	3.689
-4.1792	-0.86043	4.5836
-3.8134	4.2756	3.1113
-3.4689	3.7843	1.0237
-3.6327	3.8528	2.0161
-3.7855	3.9002	2.9426
-3.6828	3.6828	2.3199
-3.336	3.235	0.21846
-3.5295	3.3156	1.3907
-3.5111	3.1919	1.2795
-3.3337	2.9296	0.20406
-4.3495	3.6905	6.3608
-4.0386	3.3043	4.4765
-3.4616	2.7274	0.97968
-4.2957	3.2543	6.0347
-3.7783	2.7478	2.8986
-4.3772	3.0508	6.5287
-4.3093	2.8729	6.1169
-3.9704	2.5266	4.0628
-4.3057	2.6095	6.0954
-3.3354	1.9204	0.21432
-4.0926	2.2324	4.8039
-3.4732	-0.2105	1.0496
-4.3447	-0.39498	6.3317
-4.0605	-0.49218	4.6088
-4.3589	-0.66043	6.4174
-3.9301	-0.71457	3.8189
-3.8545	-0.81763	3.3609
-3.8784	-0.94023	3.5056
-3.8528	-1.0508	3.3506
-3.6812	-1.1155	2.3103
-3.9365	4.5515	4.6028
-3.24	3.645	0.25005
-4.2071	4.6015	6.2941
-4.034	4.2862	5.2128
-3.8535	3.974	4.0847
-3.676	3.676	2.975
-3.3279	3.2239	0.79965
-3.2549	3.0515	0.34331
-3.9342	3.5653	4.5885
-3.7155	3.251	3.2217
-3.8588	3.2559	4.1176
-3.9991	3.2493	4.9946
-4.2694	3.3354	6.6835
-4.1697	3.1273	6.0608
-3.4891	2.5078	1.8066
-3.9793	2.7358	4.8706
-4.2334	2.7781	6.4586
-3.2358	2.0224	0.22372
-3.3394	1.9828	0.87136
-3.9698	2.233	4.8113
-3.9945	-0.74896	4.9655
-3.8942	-0.85185	4.3385
-4.0792	-1.0198	5.4951
-3.5261	-0.99172	2.0382
-4.275	-1.3359	6.7189
-4.251	-1.4613	6.569
-3.6726	-1.3772	2.9535
-4.1683	-1.6934	6.0517
-4.1443	-1.8131	5.9017
-3.9547	4.7201	5.5142
-3.9098	4.5404	5.2246
-4.0311	4.5512	6.0069
-3.1025	3.4027	0.016016
-4.1182	4.3839	6.5693
-3.6716	3.79	3.6877
-3.2465	3.2465	0.94514
-3.1514	3.0498	0.33192
-3.3363	3.1211	1.5246
-3.4111	3.081	2.0074
-3.3493	2.9172	1.6086
-4.0224	3.3736	5.951
-4.1467	3.3441	6.7526
-3.1644	2.4499	0.4155
-4.0183	2.9813	5.9242
-3.7917	2.6909	4.4625
-3.1936	2.1634	0.60397
-3.4928	2.2534	2.534
-3.6096	2.2124	3.288
-4.0677	2.3619	6.2432
-4.1398	-1.2019	6.7087
-3.3706	-1.0873	1.746
-3.958	-1.4044	5.5354
-3.9585	-1.5323	5.5387
-3.3515	-1.4055	1.6227
-3.9261	-1.7731	5.3295
-3.8522	-1.864	4.853
-3.3413	-1.7245	1.5566
-3.535	-1.9385	2.8063
-3.5686	-1.5464	3.7905
-3.461	-1.6152	3.0736
-3.4681	-1.734	3.1206
-3.6244	-1.933	4.1626
-3.7682	-2.1353	5.121
-3.1456	-1.8874	0.9708
-3.7652	-2.3847	5.1016
-3.6555	-2.437	4.3703
-3.9163	-2.7414	6.1085
-3.0009	-1.6557	0.69591
-3.2208	-1.8881	2.2126
-3.6629	-2.2735	5.2612
-3.066	-2.0087	1.1446
-3.7167	-2.5632	5.6322
-3.541	-2.5642	4.4209
-3.4909	-2.3688	4.9351
-3.6476	-2.6054	6.0543
-3.5971	-2.6978	5.6933
-3.1281	3.2439	3.1708
-2.7212	2.7212	0.15684
-2.7557	2.6536	0.41227
-3.0604	2.8337	2.6697
-3.4595	3.0751	5.6259
-2.8036	2.3883	0.76757
-3.5787	2.916	6.5092
-3.2509	-1.8061	4.081
-2.9804	-1.7662	2.0772
